순번,학기,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,소속,강의실,시간표(교시),시간표(시간),교시유형,학점,시수,이론,실습,정원,수강,수강(남),수강(여),재수강,수업구분,수업유형,집중이수제,성적평가,원어강의,원어강의구분,원어강사료지급,캡스톤디자인,수강대상,수업방법,비고
2154,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316031,Academic English,Academic English,김상조,기초교육원,제12호관 컨벤션센터-401 영어랩실[12-401], [12-401:화(4)(5)], [12-401:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,38,38,18,20,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"패션산업,경영,데이터과학,세무회계",,"[패션산업,경영,데이터과학,세무회계]"
2155,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316032,Academic English,Academic English,정연우,기초교육원,제12호관 컨벤션센터-402 영어랩실[12-402], [12-402:화(4)(5)], [12-402:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,37,37,22,15,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"패션산업,경영,데이터과학,세무회계",,"[패션산업,경영,데이터과학,세무회계]"
2156,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316033,Academic English,Academic English,김정옥,기초교육원,제12호관 컨벤션센터-405 영어랩실[12-405], [12-405:화(4)(5)], [12-405:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,37,36,18,18,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"패션산업,경영,데이터과학,세무회계",,"[패션산업,경영,데이터과학,세무회계]"
2157,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316034,Academic English,Academic English,박효진,기초교육원,제12호관 컨벤션센터-407 강의실(소)-4[12-407], [12-407:화(4)(5)], [12-407:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,37,37,19,18,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"패션산업,경영,데이터과학,세무회계",,"[패션산업,경영,데이터과학,세무회계]"
2158,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316035,Academic English,Academic English,이은재,기초교육원,제12호관 컨벤션센터-506 강의실(소)-3[12-506], [12-506:화(4)(5)], [12-506:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,37,37,19,18,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"패션산업,경영,데이터과학,세무회계",,"[패션산업,경영,데이터과학,세무회계]"
2159,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316036,Academic English,Academic English,안수진,기초교육원,제12호관 컨벤션센터-401 영어랩실[12-401], [12-401:수(1)(2)], [12-401:수(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,38,38,21,17,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2160,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316037,Academic English,Academic English,박효진,기초교육원,제12호관 컨벤션센터-405 영어랩실[12-405], [12-405:수(1)(2)], [12-405:수(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,37,36,22,14,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2161,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316038,Academic English,Academic English,김정옥,기초교육원,제12호관 컨벤션센터-407 강의실(소)-4[12-407], [12-407:수(1)(2)], [12-407:수(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,37,37,19,18,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2162,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316039,Academic English,Academic English,김연정,기초교육원,제12호관 컨벤션센터-401 영어랩실[12-401], [12-401:수(3)(4)], [12-401:수(11:00~11:50)(12:00~12:50)],50분(표준),2,2,2,0,37,37,16,21,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2163,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316040,Academic English,Academic English,안수진,기초교육원,제12호관 컨벤션센터-405 영어랩실[12-405], [12-405:수(3)(4)], [12-405:수(11:00~11:50)(12:00~12:50)],50분(표준),2,2,2,0,37,37,17,20,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2164,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316041,Academic English,Academic English,차현지,기초교육원,제12호관 컨벤션센터-407 강의실(소)-4[12-407], [12-407:수(3)(4)], [12-407:수(11:00~11:50)(12:00~12:50)],50분(표준),2,2,2,0,37,35,15,20,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2165,2026년 1학기,교양,교양,1,기초교양,학문의기초,0009316042,Academic English,Academic English,정연우,기초교육원,제12호관 컨벤션센터-407 강의실(소)-4[12-407], [12-407:목(야1)(야2)], [12-407:목(18:00~18:50)(18:55~19:45)],50분(표준),2,2,2,0,37,37,27,10,11,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"경제(야),무역(야),기계(야),전자(야),산경(야),컴퓨터(야)",,"[경제(야),무역(야),기계(야),전자(야),산경(야),컴퓨터(야)]"
2166,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560001,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김은경,기초교육원,제15호관 인문대학-119 강의실(중)-1[15-119], [15-119:금(4)(5)(6)], [15-119:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,14,22,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국문,일문,일본지역문화,중국",,"[국문,일본지역문화,중국]"
2167,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560002,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양현진,기초교육원,제15호관 인문대학-118B 강의실[15-118B], [15-118B:금(4)(5)(6)], [15-118B:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,13,23,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국문,일문,일본지역문화,중국",,"[국문,일본지역문화,중국]"
2168,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560003,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박주혜,기초교육원,제12호관 컨벤션센터-401 영어랩실[12-401], [12-401:금(4)(5)(6)], [12-401:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,14,22,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국문,일문,일본지역문화,중국",,"[국문,일본지역문화,중국]"
2169,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560004,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이승윤,기초교육원,제12호관 컨벤션센터-406 강의실(소)-3[12-406], [12-406:화(4)(5)(6)], [12-406:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,35,10,25,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"영문,독문,불문",,"[영문,독문,불문]"
2170,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560005,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이태희,기초교육원,제15호관 인문대학-116 강의실(대)-2[15-116], [15-116:화(4)(5)(6)], [15-116:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,15,21,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"영문,독문,불문",,"[영문,독문,불문]"
2171,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560006,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,최혜림,기초교육원,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:화(4)(5)(6)], [15-502:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,34,13,21,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"영문,독문,불문",,"[영문,독문,불문]"
2172,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560007,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,최혜림,기초교육원,제13호관 사회과학·글로벌정경대학-101 강의실(소)-1[13-101], [13-101:목(1)(2)(3)], [13-101:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,40,39,13,26,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"사회복지,신방,미디어커뮤니케이션,문헌정보,창의인재개발",,"[사회복지,미디어커뮤니케이션,문헌정보,창의인재개발]"
2173,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560008,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이은봉,기초교육원,제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[13-102], [13-102:목(1)(2)(3)], [13-102:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,40,39,13,26,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"사회복지,신방,미디어커뮤니케이션,문헌정보,창의인재개발",,"[사회복지,미디어커뮤니케이션,문헌정보,창의인재개발]"
2174,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560009,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,윤숙,기초교육원,제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[13-103], [13-103:목(1)(2)(3)], [13-103:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,39,39,12,27,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"사회복지,신방,미디어커뮤니케이션,문헌정보,창의인재개발",,"[사회복지,미디어커뮤니케이션,문헌정보,창의인재개발]"
2175,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560010,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김은경,기초교육원,제13호관 사회과학·글로벌정경대학-101 강의실(소)-1[13-101], [13-101:금(1)(2)(3)], [13-101:금(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,35,22,13,3,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"행정,정외,법학부",,"[행정,정외,법학부]"
2176,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560011,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김지영,기초교육원,제13호관 사회과학·글로벌정경대학-102 강의실(소)-2[13-102], [13-102:금(1)(2)(3)], [13-102:금(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,36,12,24,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"행정,정외,법학부",,"[행정,정외,법학부]"
2177,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560012,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,윤숙,기초교육원,제13호관 사회과학·글로벌정경대학-103 강의실(소)-3[13-103], [13-103:금(1)(2)(3)], [13-103:금(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,35,12,23,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"행정,정외,법학부",,"[행정,정외,법학부]"
2178,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560013,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박주혜,기초교육원,제13호관 사회과학·글로벌정경대학-104 강의실(소)-4[13-104], [13-104:금(1)(2)(3)], [13-104:금(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,35,16,19,3,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"행정,정외,법학부",,"[행정,정외,법학부]"
2179,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560014,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이태희,기초교육원,제29호관 생명과학기술대학-203 강의실(무역학부)[29-203], [29-203:수(4)(5)(6)], [29-203:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,26,10,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"경제,동북아,동북아국제통상,스마트물류,IBE,동북아,동북아통상,한국통상,중국통상,일본통상,미국통상",,"[경제,동북아]"
2180,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560015,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김지영,기초교육원,제29호관 생명과학기술대학-403 강의실(경제학과)[29-403], [29-403:수(4)(5)(6)], [29-403:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,35,17,18,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"경제,동북아,동북아국제통상,스마트물류,IBE,동북아,동북아통상,한국통상,중국통상,일본통상,미국통상",,"[경제,동북아]"
2181,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560016,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박보연,기초교육원,제14호관 동북아경제·경영-218 강의실[14-218], [14-218:수(4)(5)(6)], [14-218:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,20,16,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"경제,동북아,동북아국제통상,스마트물류,IBE,동북아,동북아통상,한국통상,중국통상,일본통상,미국통상",,"[경제,동북아]"
2182,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560017,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,장고은,기초교육원,제12호관 컨벤션센터-502 강의실(소)-5[12-502], [12-502:수(4)(5)(6)], [12-502:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,34,22,12,4,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"경제,동북아,동북아국제통상,스마트물류,IBE,동북아,동북아통상,한국통상,중국통상,일본통상,미국통상",,"[경제,동북아]"
2183,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560018,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박상원,기초교육원,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524], [05-524:월(1)(2)(3)], [05-524:월(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,36,13,23,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"Global Trade & Service,무역,소비자",,"[Global Trade & Service,소비자]"
2184,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560019,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김미향,기초교육원,제29호관 생명과학기술대학-203 강의실(무역학부)[29-203], [29-203:월(1)(2)(3)], [29-203:월(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,36,17,19,2,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"Global Trade & Service,무역,소비자",,"[Global Trade & Service,소비자]"
2185,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560020,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이태희,기초교육원,제29호관 생명과학기술대학-403 강의실(경제학과)[29-403], [29-403:월(1)(2)(3)], [29-403:월(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,36,19,17,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"Global Trade & Service,무역,소비자",,"[Global Trade & Service,소비자]"
2186,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560021,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이승윤,기초교육원,제12호관 컨벤션센터-505 강의실(소)-2[12-505], [12-505:월(1)(2)(3)], [12-505:월(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,35,10,25,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"Global Trade & Service,무역,소비자",,"[Global Trade & Service,소비자]"
2187,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560022,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,최혜림,기초교육원,제15호관 인문대학-211 토론식강의실1[15-211], [15-211:목(4)(5)(6)], [15-211:목(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,35,7,28,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"조형예술,한국화,서양화,디자인,공연예술",,"[조형예술,디자인,공연예술]"
2188,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560023,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이은봉,기초교육원,제16호관 예술체육대학-320 강의실[16-320], [16-320:목(4)(5)(6)], [16-320:목(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,12,24,2,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"조형예술,한국화,서양화,디자인,공연예술",,"[조형예술,디자인,공연예술]"
2189,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560024,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양현진,기초교육원,제12호관 컨벤션센터-501 강의실(소)-6[12-501], [12-501:목(4)(5)(6)], [12-501:목(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,9,27,2,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"조형예술,한국화,서양화,디자인,공연예술",,"[조형예술,디자인,공연예술]"
2190,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560025,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,윤숙,기초교육원,제12호관 컨벤션센터-502 강의실(소)-5[12-502], [12-502:목(4)(5)(6)], [12-502:목(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,14,22,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"조형예술,한국화,서양화,디자인,공연예술",,"[조형예술,디자인,공연예술]"
2191,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560026,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양근용,기초교육원,제16호관 예술체육대학-311 강의실(소)[16-311], [16-311:월(4)(5)(6)], [16-311:월(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,37,37,26,11,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육,스포츠과학,운동건강",,"[스포츠과학,운동건강]"
2192,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560027,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김미향,기초교육원,제16호관 예술체육대학-312 강의실(소)[16-312], [16-312:월(4)(5)(6)], [16-312:월(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,32,4,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육,스포츠과학,운동건강",,"[스포츠과학,운동건강]"
2193,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560028,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박성준,기초교육원,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:월(4)(5)(6)], [12-404:월(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,36,29,7,5,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육,스포츠과학,운동건강",,"[스포츠과학,운동건강]"
2194,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560029,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양현진,기초교육원,제12호관 컨벤션센터-505 강의실(소)-2[12-505], [12-505:월(4)(5)(6)], [12-505:월(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),2,3,1,2,36,35,26,9,2,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육,스포츠과학,운동건강",,"[스포츠과학,운동건강]"
2195,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560030,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김지영,기초교육원,미추홀타워  별관A동-205 강의실[NC-205], [NC-205:수(7)(8)(9)], [NC-205:수(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,35,14,21,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육",,"[국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육]"
2196,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560031,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양근용,기초교육원,미추홀타워  별관A동-207 강의실[NC-207], [NC-207:수(7)(8)(9)], [NC-207:수(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,20,16,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육",,"[국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육]"
2197,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560032,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박상원,기초교육원,미추홀타워  별관A동-602 강의실[NC-602], [NC-602:수(7)(8)(9)], [NC-602:수(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,20,16,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육",,"[국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육]"
2198,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560033,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,장고은,기초교육원,미추홀타워  별관A동-208 강의실[NC-208], [NC-208:수(7)(8)(9)], [NC-208:수(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,29,13,16,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육",,"[국어교육,영어교육,일어교육,수학교육,체육교육,유아교육,역사교육,윤리교육]"
2199,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560034,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이은봉,기초교육원,제28호관 도시과학대학-404A 강의실[28-404A], [28-404A:화(1)(2)(3)], [28-404A:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,37,37,26,11,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시환경,건설환경,환경,도시건설,건설환경공학,도시건축,건축학,건축공학,도시건축학",,"[도시환경,도시건축]"
2200,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560035,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박상원,기초교육원,제27호관 제2공동실험실습관-312 강의실[27-312], [27-312:화(1)(2)(3)], [27-312:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,37,36,22,14,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시환경,건설환경,환경,도시건설,건설환경공학,도시건축,건축학,건축공학,도시건축학",,"[도시환경,도시건축]"
2201,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560036,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박보연,기초교육원,제12호관 컨벤션센터-502 강의실(소)-5[12-502], [12-502:화(1)(2)(3)], [12-502:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,34,22,12,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시환경,건설환경,환경,도시건설,건설환경공학,도시건축,건축학,건축공학,도시건축학",,"[도시환경,도시건축]"
2202,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560037,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이태희,기초교육원,제12호관 컨벤션센터-405 영어랩실[12-405], [12-405:화(1)(2)(3)], [12-405:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,35,24,11,5,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시환경,건설환경,환경,도시건설,건설환경공학,도시건축,건축학,건축공학,도시건축학",,"[도시환경,도시건축]"
2203,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560038,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,이승윤,기초교육원,제12호관 컨벤션센터-401 영어랩실[12-401], [12-401:화(1)(2)(3)], [12-401:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,3,1,2,36,36,15,21,1,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시환경,건설환경,환경,도시건설,건설환경공학,도시건축,건축학,건축공학,도시건축학",,"[도시환경,도시건축]"
2204,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560039,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양현진,기초교육원,제19호관 융합자유전공대학·국제교류관-107 강의실[19-107], [19-107:월(7)(8)(9)], [19-107:월(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,15,21,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2205,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560040,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박보연,기초교육원,제19호관 융합자유전공대학·국제교류관-108 강의실[19-108], [19-108:월(7)(8)(9)], [19-108:월(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,24,12,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2206,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560041,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박성준,기초교육원,제12호관 컨벤션센터-406 강의실(소)-3[12-406], [12-406:월(7)(8)(9)], [12-406:월(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,35,20,15,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
